polizia	Substantiv	A1
pomeriggio	Substantiv	A1
pomodoro	Substantiv	A1
porta	Substantiv	A1
portare	Verb	A1
posta	Substantiv	A1
posto	Substantiv	A1
potere	Verb	A1
pranzare	Verb	A1
pranzo	Substantiv	A1
prego	Interjektion	A1
prendere	Verb	A1
prenotare	Verb	A1
presto	Adverb	A1
prezzo	Substantiv	A1
primavera	Substantiv	A1
professore	Substantiv	A1
professoressa	Substantiv	A1
pulire	Verb	A1
qua	Adverb	A1
quaderno	Substantiv	A1
quadro	Substantiv	A1
quale	Pronomen	A1
quando	Adverb	A1
quanto	Adjektiv	A1
quanto	Pronomen	A1
quanto	Adverb	A1
quarto	Substantiv	A1
quasi	Adverb	A1
quello	Adjektiv	A1
quello	Pronomen	A1
questo	Adjektiv	A1
questo	Pronomen	A1
qui	Adverb	A1
radio	Substantiv	A1
ragazza	Substantiv	A1
ragazzo	Substantiv	A1
ricco	Adjektiv	A1
ripetere	Verb	A1
riso	Substantiv	A1
rispondere	Verb	A1
risposta	Substantiv	A1
ristorante	Substantiv	A1
ritornare	Verb	A1
rosso	Adjektiv	A1
sabato	Substantiv	A1
sale	Substantiv	A1
salute	Interjektion	A1
saluto	Substantiv	A1
sapere	Verb	A1
scarpa	Substantiv	A1
scrivere	Verb	A1
scuola	Substantiv	A1
scusare	Verb	A1
secondo	Substantiv	A1
sedia	Substantiv	A1
segreteria	Substantiv	A1
sempre	Adverb	A1
senza	Präposition	A1
sera	Substantiv	A1
sete	Substantiv	A1
settembre	Substantiv	A1
settimana	Substantiv	A1
si	Pronomen	A1
sì	Adverb	A1
sigaretta	Substantiv	A1
significare	Verb	A1
signora	Substantiv	A1
signore	Substantiv	A1
simpatico	Adjektiv	A1
singolo	Adjektiv	A1
sinistra	Substantiv	A1
soggiorno	Substantiv	A1
soldo	Substantiv	A1
sole	Substantiv	A1
sonno	Substantiv	A1
sopra	Adverb	A1
sorella	Substantiv	A1
sotto	Adverb	A1
spaghetto	Substantiv	A1
spedire	Verb	A1
spesa	Substantiv	A1
spesso	Adverb	A1
spiaggia	Substantiv	A1
sporco	Adjektiv	A1
sport	Substantiv	A1
sposare	Verb	A1
stanco	Adjektiv	A1
stare	Verb	A1
stazione	Substantiv	A1
stop	Substantiv	A1
strada	Substantiv	A1
straniero	Adjektiv	A1
stretto	Adjektiv	A1
studente	Substantiv	A1
studentessa	Substantiv	A1
studiare	Verb	A1
su	Adverb	A1
suonare	Verb	A1
supermercato	Substantiv	A1
svegliarsi	Verb	A1
tanto	Adjektiv	A1
tanto	Adverb	A1
tardi	Adverb	A1
tavolo	Substantiv	A1
taxi	Substantiv	A1
te	Pronomen	A1
tè	Substantiv	A1
teatro	Substantiv	A1
telefonare	Verb	A1
telefono	Substantiv	A1
televisione	Substantiv	A1
ti	Pronomen	A1
tornare	Verb	A1
treno	Substantiv	A1
triste	Adjektiv	A1
troppo	Adjektiv	A1
troppo	Adverb	A1
trovare	Verb	A1
tu	Pronomen	A1
tuo	Adjektiv	A1
turista	Substantiv	A1
tutto	Adjektiv	A1
tv	Substantiv	A1
ufficio	Substantiv	A1
un	Artikel	A1
una	Artikel	A1
uno	Artikel	A1
università	Substantiv	A1
uomo	Substantiv	A1
uovo	Substantiv	A1
uscire	Verb	A1
vacanza	Substantiv	A1
valigia	Substantiv	A1
vecchio	Adjektiv	A1
vedersi	Verb	A1
venerdì	Substantiv	A1
venire	Verb	A1
verde	Adjektiv	A1
verdura	Substantiv	A1
vero	Adjektiv	A1
vestito	Substantiv	A1
via	Substantiv	A1
viaggiare	Verb	A1
viaggio	Substantiv	A1
vicino	Adverb	A1
vino	Substantiv	A1
visitare	Verb	A1
visto	Substantiv	A1
vivere	Verb	A1
voi	Pronomen	A1
volere	Verb	A1
zaino	Substantiv	A1
zucchero	Substantiv	A1
abbastanza	Adverb	A2
abbonamento	Substantiv	A2
abbracciare	Verb	A2
abbraccio	Substantiv	A2
accendere	Verb	A2
accendino	Substantiv	A2
accompagnare	Verb	A2
accordo	Substantiv	A2
acquistare	Verb	A2
addio	Interjektion	A2
addormentarsi	Verb	A2
adulta	Adjektiv	A2
adulta	Substantiv	A2
adulto	Adjektiv	A2
adulto	Substantiv	A2
affittare	Verb	A2
affitto	Substantiv	A2
aiutare	Verb	A2
aiuto	Substantiv	A2
alcuno	Adjektiv	A2
alimentari	Substantiv	A2
allegro	Adjektiv	A2
allora	Adverb	A2
altro	Pronomen	A2
altro	Adjektiv	A2
alzarsi	Verb	A2
amaro	Adjektiv	A2
ancora	Adverb	A2
anello	Substantiv	A2
annoiarsi	Verb	A2
anticipo	Substantiv	A2
antico	Adjektiv	A2
antipasto	Substantiv	A2
antipatico	Adjektiv	A2
anziana	Adjektiv	A2
anziana	Substantiv	A2
anziano	Adjektiv	A2
anziano	Substantiv	A2
aperitivo	Substantiv	A2
appena	Adverb	A2
appetito	Substantiv	A2
arancia	Substantiv	A2
arancione	Adjektiv	A2
argento	Substantiv	A2
aria	Substantiv	A2
armadio	Substantiv	A2
arrabbiarsi	Verb	A2
arrivo	Substantiv	A2
arrosto	Substantiv	A2
articolo	Substantiv	A2
ascensore	Substantiv	A2
asciugamano	Substantiv	A2
asciugare	Verb	A2
asciugarsi	Verb	A2
attraversare	Verb	A2
aula	Substantiv	A2
auto	Substantiv	A2
automobile	Substantiv	A2
autostrada	Substantiv	A2
azzurro	Adjektiv	A2
baciare	Verb	A2
baffo	Substantiv	A2
balcone	Substantiv	A2
bambola	Substantiv	A2
banana	Substantiv	A2
banco	Substantiv	A2
barba	Substantiv	A2
barca	Substantiv	A2
basso	Adjektiv	A2
basta	Interjektion	A2
benvenuto	Adjektiv	A2
benzina	Substantiv	A2
bibita	Substantiv	A2
biblioteca	Substantiv	A2
biglietteria	Substantiv	A2
bisogno	Substantiv	A2
bistecca	Substantiv	A2
bocca	Substantiv	A2
bosco	Substantiv	A2
braccio	Substantiv	A2
brutto	Adjektiv	A2
buio	Substantiv	A2
burro	Substantiv	A2
calcio	Substantiv	A2
caldo	Substantiv	A2
calmo	Adjektiv	A2
camminare	Verb	A2
campeggio	Substantiv	A2
camper	Substantiv	A2
cantina	Substantiv	A2
capo	Substantiv	A2
cappello	Substantiv	A2
carota	Substantiv	A2
casalinga	Substantiv	A2
casalingo	Substantiv	A2
cassa	Substantiv	A2
cattivo	Adjektiv	A2
cavallo	Substantiv	A2
centimetro	Substantiv	A2
che	Konjunktion	A2
chiaro	Adjektiv	A2
chiedere	Verb	A2
chilo	Substantiv	A2
chilometro	Substantiv	A2
ci	Pronomen	A2
cielo	Substantiv	A2
cioccolato	Substantiv	A2
circa	Adverb	A2
cognata	Substantiv	A2
cognato	Substantiv	A2
collana	Substantiv	A2
collega	Substantiv	A2
collina	Substantiv	A2
colorare	Verb	A2
commessa	Substantiv	A2
commesso	Substantiv	A2
comodino	Substantiv	A2
comodo	Adjektiv	A2
compito	Substantiv	A2
completo	Adjektiv	A2
complimento	Substantiv	A2
concerto	Substantiv	A2
confine	Substantiv	A2
congratulazione	Substantiv	A2
conoscere	Verb	A2
contento	Adjektiv	A2
continuare	Verb	A2
contorno	Substantiv	A2
conversazione	Substantiv	A2
coperta	Substantiv	A2
coppia	Substantiv	A2
corpo	Substantiv	A2
correggere	Verb	A2
correre	Verb	A2
così	Adverb	A2
costo	Substantiv	A2
cotone	Substantiv	A2
credere	Verb	A2
crema	Substantiv	A2
crociera	Substantiv	A2
cucinare	Verb	A2
cugina	Substantiv	A2
cugino	Substantiv	A2
cultura	Substantiv	A2
cuscino	Substantiv	A2
da	Präposition	A2
davanti	Präposition	A2
debole	Adjektiv	A2
dente	Substantiv	A2
dentifricio	Substantiv	A2
dentro	Präposition	A2
dettato	Substantiv	A2
dialogo	Substantiv	A2
dietro	Präposition	A2
dimenticare	Verb	A2
dimenticarsi	Verb	A2
dipingere	Verb	A2
dipinto	Substantiv	A2
direttore	Substantiv	A2
direttrice	Substantiv	A2
discoteca	Substantiv	A2
disegnare	Verb	A2
dispiacere	Verb	A2
distributore	Substantiv	A2
dito	Substantiv	A2
ditta	Substantiv	A2
divano	Substantiv	A2
diverso	Adjektiv	A2
divertente	Adjektiv	A2
divertimento	Substantiv	A2
divertirsi	Verb	A2
divorziare	Verb	A2
dizionario	Substantiv	A2
dogana	Substantiv	A2
dolce	Adjektiv	A2
dolce	Substantiv	A2
dritto	Adverb	A2
durante	Präposition	A2
ecco	Interjektion	A2
economia	Substantiv	A2
elegante	Adjektiv	A2
elementare	Adjektiv	A2
entrata	Substantiv	A2
erba	Substantiv	A2
errore	Substantiv	A2
esame	Substantiv	A2
esempio	Substantiv	A2
est	Substantiv	A2
età	Substantiv	A2
etto	Substantiv	A2
faccia	Substantiv	A2
facoltà	Substantiv	A2
fattoria	Substantiv	A2
febbre	Substantiv	A2
femminile	Adjektiv	A2
fermarsi	Verb	A2
fermo	Adjektiv	A2
ferro	Substantiv	A2
fetta	Substantiv	A2
fiammifero	Substantiv	A2
fidanzata	Substantiv	A2
fidanzato	Substantiv	A2
fine	Substantiv	A2
fino	Präposition	A2
firma	Substantiv	A2
firmare	Verb	A2
fiume	Substantiv	A2
foglio	Substantiv	A2
formaggio	Substantiv	A2
fornello	Substantiv	A2
forno	Substantiv	A2
forse	Adverb	A2
forte	Adjektiv	A2
fortuna	Substantiv	A2
fra	Präposition	A2
frase	Substantiv	A2
freddo	Substantiv	A2
freezer	Substantiv	A2
frequentare	Verb	A2
fresco	Adjektiv	A2
frigorifero	Substantiv	A2
fronte	Substantiv	A2
fulmine	Substantiv	A2
fuoco	Substantiv	A2
gamba	Substantiv	A2
garage	Substantiv	A2
gas	Substantiv	A2
gelato	Substantiv	A2
genero	Substantiv	A2
genitore	Substantiv	A2
geografia	Substantiv	A2
ghiaccio	Substantiv	A2
già	Adverb	A2
ginnastica	Substantiv	A2
giocattolo	Substantiv	A2
gioco	Substantiv	A2
giornalista	Substantiv	A2
girare	Verb	A2
giro	Substantiv	A2
gita	Substantiv	A2
giusto	Adjektiv	A2
gli	Pronomen	A2
grado	Substantiv	A2
grasso	Adjektiv	A2
gratis	Adverb	A2
grigio	Adjektiv	A2
guanto	Substantiv	A2
guida	Substantiv	A2
guidare	Verb	A2
idea	Substantiv	A2
identità	Substantiv	A2
impermeabile	Substantiv	A2
impiegata	Substantiv	A2
impiegato	Substantiv	A2
impossibile	Adjektiv	A2
incontrarsi	Verb	A2
indossare	Verb	A2
infermiera	Substantiv	A2
infermiere	Substantiv	A2
ingegnere	Substantiv	A2
iniziare	Verb	A2
inizio	Substantiv	A2
insalata	Substantiv	A2
insieme	Adverb	A2
intorno	Adverb	A2
inutile	Adjektiv	A2
invitare	Verb	A2
isola	Substantiv	A2
la	Pronomen	A2
lampada	Substantiv	A2
lana	Substantiv	A2
lasciare	Verb	A2
lavagna	Substantiv	A2
lavanderia	Substantiv	A2
lavandino	Substantiv	A2
lavare	Verb	A2
lavarsi	Verb	A2
lavastoviglie	Substantiv	A2
lavatrice	Substantiv	A2
le	Pronomen	A2
leggero	Adjektiv	A2
legno	Substantiv	A2
lento	Adjektiv	A2
lenzuolo	Substantiv	A2
li	Pronomen	A2
libero	Adjektiv	A2
libreria	Substantiv	A2
liscio	Adjektiv	A2
litro	Substantiv	A2
livello	Substantiv	A2
lo	Pronomen	A2
lontano	Adjektiv	A2
loro	Adjektiv	A2
luce	Substantiv	A2
luna	Substantiv	A2
luogo	Substantiv	A2
ma	Konjunktion	A2
maiale	Substantiv	A2
mancia	Substantiv	A2
manica	Substantiv	A2
mano	Substantiv	A2
marrone	Adjektiv	A2
maschile	Adjektiv	A2
matematica	Substantiv	A2
materia	Substantiv	A2
matrimonio	Substantiv	A2
meccanico	Substantiv	A2
medico	Substantiv	A2
meglio	Adverb	A2
mela	Substantiv	A2
mensa	Substantiv	A2
merenda	Substantiv	A2
messaggio	Substantiv	A2
metro	Substantiv	A2
metropolitana	Substantiv	A2
mettersi	Verb	A2
minestra	Substantiv	A2
mio	Pronomen	A2
mobile	Substantiv	A2
moda	Substantiv	A2
moderno	Adjektiv	A2
mondo	Substantiv	A2
monumento	Substantiv	A2
mostra	Substantiv	A2
motorino	Substantiv	A2
mucca	Substantiv	A2
muovere	Verb	A2
muoversi	Verb	A2
muro	Substantiv	A2
naso	Substantiv	A2
natura	Substantiv	A2
nave	Substantiv	A2
nebbia	Substantiv	A2
nervoso	Adjektiv	A2
neve	Substantiv	A2
nevicare	Verb	A2
nipote	Substantiv	A2
noioso	Adjektiv	A2
noleggiare	Verb	A2
nord	Substantiv	A2
normale	Adjektiv	A2
nostalgia	Substantiv	A2
nostro	Adjektiv	A2
nostro	Pronomen	A2
nuora	Substantiv	A2
nuotare	Verb	A2
nuoto	Substantiv	A2
nuvola	Substantiv	A2
nuvoloso	Adjektiv	A2
occhio	Substantiv	A2
odore	Substantiv	A2
offrire	Verb	A2
oggetto	Substantiv	A2
ogni	Adjektiv	A2
ok	Interjektion	A2
operaia	Substantiv	A2
operaio	Substantiv	A2
orario	Substantiv	A2
ordinare	Verb	A2
orecchio	Substantiv	A2
organizzare	Verb	A2
oro	Substantiv	A2
ospite	Substantiv	A2
ovest	Substantiv	A2
padella	Substantiv	A2
padrona	Substantiv	A2
padrone	Substantiv	A2
pagina	Substantiv	A2
paio	Substantiv	A2
palazzo	Substantiv	A2
palestra	Substantiv	A2
palla	Substantiv	A2
pallacanestro	Substantiv	A2
panino	Substantiv	A2
parente	Substantiv	A2
parete	Substantiv	A2
parte	Substantiv	A2
partenza	Substantiv	A2
partita	Substantiv	A2
passare	Verb	A2
passato	Substantiv	A2
passato	Adjektiv	A2
passeggiare	Verb	A2
passeggiata	Substantiv	A2
pasto	Substantiv	A2
patata	Substantiv	A2
patente	Substantiv	A2
paura	Substantiv	A2
pausa	Substantiv	A2
pavimento	Substantiv	A2
peccato	Substantiv	A2
pelle	Substantiv	A2
pensare	Verb	A2
pensione	Substantiv	A2
pentola	Substantiv	A2
pera	Substantiv	A2
perdere	Verb	A2
periferia	Substantiv	A2
persona	Substantiv	A2
pesante	Adjektiv	A2
pescare	Verb	A2
pettine	Substantiv	A2
pezzo	Substantiv	A2
piangere	Verb	A2
piede	Substantiv	A2
pieno	Adjektiv	A2
pigro	Adjektiv	A2
pioggia	Substantiv	A2
pipa	Substantiv	A2
piscina	Substantiv	A2
pisello	Substantiv	A2
plurale	Adjektiv	A2
poi	Adverb	A2
pollo	Substantiv	A2
poltrona	Substantiv	A2
ponte	Substantiv	A2
posacenere	Substantiv	A2
posata	Substantiv	A2
possibile	Adjektiv	A2
povero	Adjektiv	A2
prato	Substantiv	A2
preferire	Verb	A2
preoccuparsi	Verb	A2
preparare	Verb	A2
prima	Adverb	A2
primo	Adjektiv	A2
primo	Substantiv	A2
probabilmente	Adverb	A2
problema	Substantiv	A2
profumo	Substantiv	A2
programma	Substantiv	A2
pronto	Adjektiv	A2
prosciutto	Substantiv	A2
prossimo	Adjektiv	A2
provare	Verb	A2
punto	Substantiv	A2
qualche	Adjektiv	A2
qualcosa	Pronomen	A2
qualcuno	Pronomen	A2
quale	Adjektiv	A2
quando	Konjunktion	A2
raffreddore	Substantiv	A2
ragione	Substantiv	A2
regalare	Verb	A2
regalo	Substantiv	A2
restare	Verb	A2
resto	Substantiv	A2
riccio	Adjektiv	A2
ricevere	Verb	A2
ricordare	Verb	A2
ricordarsi	Verb	A2
ridere	Verb	A2
rilassarsi	Verb	A2
rimanere	Verb	A2
riposare	Verb	A2
riposarsi	Verb	A2
riscaldamento	Substantiv	A2
ritardo	Substantiv	A2
ritrovare	Verb	A2
rompere	Verb	A2
rosa	Adjektiv	A2
roulotte	Substantiv	A2
rumore	Substantiv	A2
sala	Substantiv	A2
salame	Substantiv	A2
salato	Adjektiv	A2
saldo	Substantiv	A2
salotto	Substantiv	A2
salsa	Substantiv	A2
salute	Substantiv	A2
salve	Interjektion	A2
sandalo	Substantiv	A2
sapone	Substantiv	A2
sbagliare	Verb	A2
sbaglio	Substantiv	A2
scala	Substantiv	A2
scegliere	Verb	A2
sci	Substantiv	A2
sciare	Verb	A2
scienza	Substantiv	A2
scomodo	Adjektiv	A2
scontrino	Substantiv	A2
scorso	Adjektiv	A2
scrivania	Substantiv	A2
scuro	Adjektiv	A2
se	Konjunktion	A2
secondo	Präposition	A2
secondo	Adjektiv	A2
sedersi	Verb	A2
segretaria	Substantiv	A2
segretario	Substantiv	A2
seguire	Verb	A2
semaforo	Substantiv	A2
sembrare	Verb	A2
sentire	Verb	A2
sentirsi	Verb	A2
separare	Verb	A2
separarsi	Verb	A2
serio	Adjektiv	A2
seta	Substantiv	A2
shampoo	Substantiv	A2
sicuro	Adjektiv	A2
sigaro	Substantiv	A2
silenzio	Substantiv	A2
simile	Adjektiv	A2
singolare	Adjektiv	A2
soccorso	Substantiv	A2
soffitto	Substantiv	A2
solito	Adjektiv	A2
solo	Adjektiv	A2
solo	Adverb	A2
sopra	Präposition	A2
sorpresa	Substantiv	A2
sorridere	Verb	A2
sotto	Präposition	A2
spazzolino	Substantiv	A2
specchio	Substantiv	A2
spegnere	Verb	A2
spendere	Verb	A2
sperare	Verb	A2
spettacolo	Substantiv	A2
spiegare	Verb	A2
spingere	Verb	A2
spogliarsi	Verb	A2
sporcare	Verb	A2
sportivo	Adjektiv	A2
sposarsi	Verb	A2
spuntino	Substantiv	A2
squadra	Substantiv	A2
stadio	Substantiv	A2
stamattina	Adverb	A2
stanotte	Adverb	A2
stanza	Substantiv	A2
stasera	Adverb	A2
stella	Substantiv	A2
stesso	Adjektiv	A2
stirare	Verb	A2
stiro	Substantiv	A2
stivale	Substantiv	A2
storia	Substantiv	A2
storico	Adjektiv	A2
strano	Adjektiv	A2
studio	Substantiv	A2
su	Präposition	A2
subito	Adverb	A2
succedere	Verb	A2
sud	Substantiv	A2
suo	Adjektiv	A2
suo	Pronomen	A2
suocera	Substantiv	A2
suocero	Substantiv	A2
tabaccaio	Substantiv	A2
tagliare	Verb	A2
tappeto	Substantiv	A2
tasca	Substantiv	A2
tazza	Substantiv	A2
tecnico	Substantiv	A2
telefonata	Substantiv	A2
temperatura	Substantiv	A2
tempo	Substantiv	A2
temporale	Substantiv	A2
tenda	Substantiv	A2
tenere	Verb	A2
tennis	Substantiv	A2
terra	Substantiv	A2
terrazza	Substantiv	A2
testa	Substantiv	A2
tetto	Substantiv	A2
tiepido	Adjektiv	A2
timido	Adjektiv	A2
tirare	Verb	A2
toccare	Verb	A2
togliere	Verb	A2
torta	Substantiv	A2
tortellino	Substantiv	A2
tosse	Substantiv	A2
tovaglia	Substantiv	A2
tovagliolo	Substantiv	A2
tra	Präposition	A2
traffico	Substantiv	A2
