ultimamente	[2189466.0, 2189466.0, 374186, 374186]
diventare	[1874157, 1874157, 1874157, 1874157, 1874157, 1874157, 1874157, 1874157, 1329316.0, 1329316.0, 1329316.0, 1329316.0, 1329316.0, 1329316.0, 1329316.0, 1329316.0, 3534495.0, 3534495.0, 3534495.0, 3534495.0, 3534495.0, 3534495.0, 3534495.0, 3534495.0, 2426659, 2426659, 2426659, 2426659, 2426659, 2426659, 2426659, 2426659, 1856712.0, 1856712.0, 1856712.0, 1856712.0, 1856712.0, 1856712.0, 1856712.0, 1856712.0, 1806190.0, 1806190.0, 1806190.0, 1806190.0, 1806190.0, 1806190.0, 1806190.0, 1806190.0, 2445140, 2445140, 2445140, 2445140, 2445140, 2445140, 2445140, 2445140, 1754705, 1754705, 1754705, 1754705, 1754705, 1754705, 1754705, 1754705, 1853110, 1853110, 1853110, 1853110, 1853110, 1853110, 1853110, 1853110, 1853101, 1853101, 1853101, 1853101, 1853101, 1853101, 1853101, 1853101, 2431187.0, 2431187.0, 2431187.0, 2431187.0, 2431187.0, 2431187.0, 2431187.0, 2431187.0, 2381951, 2381951, 2381951, 2381951, 2381951, 2381951, 2381951, 2381951, 2291791.0, 2291791.0, 2291791.0, 2291791.0, 2291791.0, 2291791.0, 2291791.0, 2291791.0, 3622582.0, 3622582.0, 3622582.0, 3622582.0, 3622582.0, 3622582.0, 3622582.0, 3622582.0, 2193455.0, 2193455.0, 2193455.0, 2193455.0, 2193455.0, 2193455.0, 2193455.0, 2193455.0, 1850333, 1850333, 1850333, 1850333, 1850333, 1850333, 1850333, 1850333, 3607227, 3607227, 3607227, 3607227, 3607227, 3607227, 3607227, 3607227, 2195736, 2195736, 2195736, 2195736, 2195736, 2195736, 2195736, 2195736, 4402, 4402, 4402, 4402, 4402, 4402, 4402, 4402, 2038223, 2038223, 2038223, 2038223, 2038223, 2038223, 2038223, 2038223, 690582, 690582, 690582, 690582, 690582, 690582, 690582, 690582, 1321417, 1321417, 1321417, 1321417, 1321417, 1321417, 1321417, 1321417, 965362, 965362, 965362, 965362, 965362, 965362, 965362, 965362, 1301355, 1301355, 1301355, 1301355, 1301355, 1301355, 1301355, 1301355, 2229258, 2229258, 2229258, 2229258, 2229258, 2229258, 2229258, 2229258, 2440411.0, 2440411.0, 2440411.0, 2440411.0, 2440411.0, 2440411.0, 2440411.0, 2440411.0, 4866077, 4866077, 4866077, 4866077, 4866077, 4866077, 4866077, 4866077, 5530064.0, 5530064.0, 5530064.0, 5530064.0, 5530064.0, 5530064.0, 5530064.0, 5530064.0, 2221831, 2221831, 2221831, 2221831, 2221831, 2221831, 2221831, 2221831, 2510395, 2510395, 2510395, 2510395, 2510395, 2510395, 2510395, 2510395, 2575516.0, 2575516.0, 2575516.0, 2575516.0, 2575516.0, 2575516.0, 2575516.0, 2575516.0, 4634610.0, 4634610.0, 4634610.0, 4634610.0, 4634610.0, 4634610.0, 4634610.0, 4634610.0, 1539271, 1539271, 1539271, 1539271, 1539271, 1539271, 1539271, 1539271, 1100333, 1100333, 1100333, 1100333, 1100333, 1100333, 1100333, 1100333, 920315, 920315, 920315, 920315, 920315, 920315, 920315, 920315, 2231701.0, 2231701.0, 2231701.0, 2231701.0, 2231701.0, 2231701.0, 2231701.0, 2231701.0, 2196541, 2196541, 2196541, 2196541, 2196541, 2196541, 2196541, 2196541, 615179, 615179, 615179, 615179, 615179, 615179, 615179, 615179, 1438549, 1438549, 1438549, 1438549, 1438549, 1438549, 1438549, 1438549, 1438550, 1438550, 1438550, 1438550, 1438550, 1438550, 1438550, 1438550, 883118, 883118, 883118, 883118, 883118, 883118, 883118, 883118, 3323738, 3323738, 3323738, 3323738, 3323738, 3323738, 3323738, 3323738, 3650442.0, 3650442.0, 3650442.0, 3650442.0, 3650442.0, 3650442.0, 3650442.0, 3650442.0, 987845, 987845, 987845, 987845, 987845, 987845, 987845, 987845, 4878272, 4878272, 4878272, 4878272, 4878272, 4878272, 4878272, 4878272, 2121642, 2121642, 2121642, 2121642, 2121642, 2121642, 2121642, 2121642, 1772873.0, 1772873.0, 1772873.0, 1772873.0, 1772873.0, 1772873.0, 1772873.0, 1772873.0, 426101, 426101, 426101, 426101, 426101, 426101, 426101, 426101, 859609, 859609, 859609, 859609, 859609, 859609, 859609, 859609, 1224007, 1224007, 1224007, 1224007, 1224007, 1224007, 1224007, 1224007, 3441268, 3441268, 3441268, 3441268, 3441268, 3441268, 3441268, 3441268, 2201231, 2201231, 2201231, 2201231, 2201231, 2201231, 2201231, 2201231, 4953746, 4953746, 4953746, 4953746, 4953746, 4953746, 4953746, 4953746, 2428310, 2428310, 2428310, 2428310, 2428310, 2428310, 2428310, 2428310, 1802758, 1802758, 1802758, 1802758, 1802758, 1802758, 1802758, 1802758, 1277438.0, 1277438.0, 1277438.0, 1277438.0, 1277438.0, 1277438.0, 1277438.0, 1277438.0, 2422772, 2422772, 2422772, 2422772, 2422772, 2422772, 2422772, 2422772, 4482137, 4482137, 4482137, 4482137, 4482137, 4482137, 4482137, 4482137, 2412558, 2412558, 2412558, 2412558, 2412558, 2412558, 2412558, 2412558, 1850535, 1850535, 1850535, 1850535, 1850535, 1850535, 1850535, 1850535, 1423162, 1423162, 1423162, 1423162, 1423162, 1423162, 1423162, 1423162, 2887820.0, 2887820.0, 2887820.0, 2887820.0, 2887820.0, 2887820.0, 2887820.0, 2887820.0, 670848.0, 670848.0, 670848.0, 670848.0, 670848.0, 670848.0, 670848.0, 670848.0, 945700, 945700, 945700, 945700, 945700, 945700, 945700, 945700, 2412248.0, 2412248.0, 2412248.0, 2412248.0, 2412248.0, 2412248.0, 2412248.0, 2412248.0, 538894.0, 538894.0, 538894.0, 538894.0, 538894.0, 538894.0, 538894.0, 538894.0, 4553451, 4553451, 4553451, 4553451, 4553451, 4553451, 4553451, 4553451, 2746663.0, 2746663.0, 2746663.0, 2746663.0, 2746663.0, 2746663.0, 2746663.0, 2746663.0, 2618328, 2618328, 2618328, 2618328, 2618328, 2618328, 2618328, 2618328, 1336241, 1336241, 1336241, 1336241, 1336241, 1336241, 1336241, 1336241, 3324846, 3324846, 3324846, 3324846, 3324846, 3324846, 3324846, 3324846, 4293390, 4293390, 4293390, 4293390, 4293390, 4293390, 4293390, 4293390, 416725, 416725, 416725, 416725, 416725, 416725, 416725, 416725, 5876923.0, 5876923.0, 5876923.0, 5876923.0, 5876923.0, 5876923.0, 5876923.0, 5876923.0, 746375.0, 746375.0, 746375.0, 746375.0, 746375.0, 746375.0, 746375.0, 746375.0, 3610567, 3610567, 3610567, 3610567, 3610567, 3610567, 3610567, 3610567, 2201500, 2201500, 2201500, 2201500, 2201500, 2201500, 2201500, 2201500, 2404714.0, 2404715.0, 2404714.0, 2404715.0, 2404714.0, 2404715.0, 2404714.0, 2404715.0, 2404714.0, 2404715.0, 2404714.0, 2404715.0, 2404714.0, 2404715.0, 2404714.0, 2404715.0, 610261, 610261, 610261, 610261, 610261, 610261, 610261, 610261, 1809149, 1809149, 1809149, 1809149, 1809149, 1809149, 1809149, 1809149, 2453159, 2453159, 2453159, 2453159, 2453159, 2453159, 2453159, 2453159]
fondare	[2433015.0, 2433015.0, 2433015.0, 2433015.0]
creare	[1329025.0, 1329025.0, 1329025.0, 3102018.0, 3102018.0, 3102018.0, 2213890, 2213890, 2213890, 2574689.0, 2574689.0, 2574689.0, 4829573.0, 4829573.0, 4829573.0, 1833836, 1833836, 1833836, 2128774.0, 2128774.0, 2128774.0, 4417546, 4417546, 4417546, 3030534.0, 3030534.0, 3030534.0, 4908210, 4908210, 4908210, 3483304, 3483304, 3483304, 3025125.0, 3025125.0, 3025125.0, 1757121, 1757121, 1757121, 610753, 610753, 610753, 839701, 839701, 839701, 7271063, 7271064, 7271063, 7271064, 7271063, 7271064, 3509961.0, 3509961.0, 3509961.0, 1323439.0, 1323442.0, 1323439.0, 1323442.0, 1323439.0, 1323442.0]
magico	[]
stile	[524257.0, 2510606.0, 522515, 1545178.0, 2430433, 3338022.0]
shopping	[]
congresso	[2283512.0]
permettere	[2437991, 2437991, 2437991, 2437991, 2437991, 2437991, 2437991, 2438139, 2438139, 2438139, 2438139, 2438139, 2438139, 2438139, 4886413, 4886413, 4886413, 4886413, 4886413, 4886413, 4886413, 1758513.0, 1758513.0, 1758513.0, 1758513.0, 1758513.0, 1758513.0, 1758513.0, 2456940, 2456940, 2456940, 2456940, 2456940, 2456940, 2456940, 1166632.0, 1166632.0, 1166632.0, 1166632.0, 1166632.0, 1166632.0, 1166632.0, 3537429, 3537429, 3537429, 3537429, 3537429, 3537429, 3537429, 1545379, 1545379, 1545379, 1545379, 1545379, 1545379, 1545379, 637445.0, 637445.0, 637445.0, 637445.0, 637445.0, 637445.0, 637445.0, 1298150, 1298150, 1298150, 1298150, 1298150, 1298150, 1298150, 1759648, 1759648, 1759648, 1759648, 1759648, 1759648, 1759648, 2031495, 2031495, 2031495, 2031495, 2031495, 2031495, 2031495, 2175231, 2175231, 2175231, 2175231, 2175231, 2175231, 2175231, 383923, 383923, 383923, 383923, 383923, 383923, 383923, 4937333, 4937333, 4937333, 4937333, 4937333, 4937333, 4937333, 1073264, 1073264, 1073264, 1073264, 1073264, 1073264, 1073264, 1100426, 1100426, 1100426, 1100426, 1100426, 1100426, 1100426, 934975.0, 934975.0, 934975.0, 934975.0, 934975.0, 934975.0, 934975.0, 1548450, 1548450, 1548450, 1548450, 1548450, 1548450, 1548450, 569549.0, 569549.0, 569549.0, 569549.0, 569549.0, 569549.0, 569549.0, 6697582, 6697582, 6697582, 6697582, 6697582, 6697582, 6697582, 1471242.0, 1471242.0, 1471242.0, 1471242.0, 1471242.0, 1471242.0, 1471242.0, 2226870, 2226870, 2226870, 2226870, 2226870, 2226870, 2226870, 7938132, 7938132, 7938132, 7938132, 7938132, 7938132, 7938132, 2914184, 2914184, 2914184, 2914184, 2914184, 2914184, 2914184, 1169480, 1169480, 1169480, 1169480, 1169480, 1169480, 1169480, 3011006.0, 3011006.0, 3011006.0, 3011006.0, 3011006.0, 3011006.0, 3011006.0, 3566763.0, 3566763.0, 3566763.0, 3566763.0, 3566763.0, 3566763.0, 3566763.0, 1785074, 1785074, 1785074, 1785074, 1785074, 1785074, 1785074, 4733694, 4733694, 4733694, 4733694, 4733694, 4733694, 4733694]
fa	[6217863, 6217863, 1097894.0, 1097894.0, 2797510, 2797510, 2193250, 2193250, 3504894, 3504894, 717823, 717823, 3663850, 3663850, 2430136, 2430136, 1578023, 1578023, 2421175, 2421175, 3115273.0, 3115273.0, 2475664, 2475664, 1538422, 1538422, 2429167, 2429167, 2383867, 2383867, 375272, 375272, 2420287, 2420287, 3630640, 3630640, 2752336.0, 2752336.0, 1275263, 1275263, 376708.0, 376708.0, 1252630, 1252630, 2242043.0, 2242043.0, 410580, 867355, 410580, 867355, 1751829, 1751829, 772495, 1295804, 772495, 1295804, 3368822, 3368822, 5487983, 5487983, 2169683, 2169683, 2510343.0, 2510343.0, 666771, 666771, 934491, 934491, 3368821, 3368821, 2196487, 2196487, 3849962, 3849962, 2031492, 2031492, 1252629, 1252629, 1881389.0, 1881389.0, 2227579, 2227579, 2233612.0, 2233613.0, 2233614.0, 2233615.0, 2233612.0, 2233613.0, 2233614.0, 2233615.0, 704851, 704851, 4738068, 4738069, 4738068, 4738069, 7032317, 7032317]
panna	[2989599.0, 1549874]
trucco	[1520712, 1520712, 4380077, 4380080, 4380077, 4380080]
rappresentare	[1795548, 2426824, 841101, 1795486.0, 1795566, 1795488.0, 2439006.0, 1795478.0, 2426845.0, 4420737, 1795470.0, 833617.0, 833616.0, 833618.0, 1795464, 2420403.0, 2438155.0, 3350711]
cliente	[1978309.0, 1606313, 7325537.0, 1622817, 6980566, 1005627, 3280559, 2991018, 426484, 5364183, 635765]
aurora	[2974371, 2031603]
rivista	[1831638.0, 1831638.0, 3026803, 3026803, 2501327, 2501327, 3057572, 3057572, 6784153, 6784154, 6784153, 6784154]
incidente	[2209462.0, 2209462.0, 3275472, 3275472, 2242034, 2242034, 859563.0, 859563.0, 1689520, 1689520, 3069275, 3069275, 632224, 632224, 1588097.0, 1588097.0, 1957895.0, 1957895.0, 1957883.0, 1957883.0, 350429, 350429, 2746436, 2746436, 2189192, 2189192, 1957879.0, 1957879.0, 1085944.0, 1085944.0, 756609, 1330579, 756609, 1330579, 1000996, 1000996, 3641923, 3641923, 3666340, 3666340, 3666341, 3666341, 1957877.0, 1957877.0, 716464.0, 716464.0, 612176.0, 612176.0, 4595, 4595, 3140986.0, 3140986.0, 395554.0, 395554.0]
fantasia	[585784, 585784, 1084629, 1084629, 2231635.0, 2231635.0, 2231630, 2231630]
causa	[2431187.0, 2431187.0, 1754703.0, 1754703.0, 1995041.0, 1995041.0, 3275472, 3275472, 2442466, 2442466, 984720, 984720, 4572925, 4572925, 2224321.0, 2224321.0, 2784592, 2784592, 2607975.0, 2607975.0, 1100333, 1100333, 1689520, 1689520, 2198505.0, 2198505.0, 2029110.0, 2029110.0, 2746436, 2746436, 1418756, 1418756, 1878265, 1878265, 3264119, 3264119, 1224007, 1224007, 1246849, 1246849, 2716517, 2716517, 377129, 377129, 377112, 377112, 1283374.0, 1283374.0, 992986.0, 992986.0]
proibire	[3860569, 1020591.0, 1020593.0]
comunicare	[1758832, 1758832, 1758832, 1758832, 1758803, 1758803, 1758803, 1758803, 1758796, 1758796, 1758796, 1758796, 1758806, 1758806, 1758806, 1758806, 1878306, 1878306, 1878306, 1878306, 1758819.0, 1758819.0, 1758819.0, 1758819.0, 1758802, 1758802, 1758802, 1758802, 1758850.0, 1758850.0, 1758850.0, 1758850.0, 1758844.0, 1758844.0, 1758844.0, 1758844.0, 1758828.0, 1758828.0, 1758828.0, 1758828.0, 1758810, 1758810, 1758810, 1758810, 1758790, 1758790, 1758790, 1758790, 1758836, 1758836, 1758836, 1758836, 1758847.0, 1758847.0, 1758847.0, 1758847.0, 1758812, 1758812, 1758812, 1758812, 1758824, 1758824, 1758824, 1758824, 1758799.0, 1758799.0, 1758799.0, 1758799.0, 3352980, 3352980, 3352980, 3352980, 2315814, 2315814, 2315814, 2315814, 6592966, 6592966, 6592966, 6592966, 1810148.0, 1810148.0, 1810148.0, 1810148.0, 1758783.0, 1758783.0, 1758783.0, 1758783.0, 1758788.0, 1758788.0, 1758788.0, 1758788.0, 1758785, 1758785, 1758785, 1758785]
richiesta	[1766132.0, 1766132.0, 1758702.0, 1758702.0, 350371.0, 350371.0, 946823.0, 946823.0, 6034780.0, 6034780.0]
realizzare	[2427548, 2427548, 2427548, 2427548, 1856712.0, 1856712.0, 1856712.0, 1856712.0, 1087204, 1087204, 1087204, 1087204, 2381534.0, 2381534.0, 2381534.0, 2381534.0, 1905592.0, 1905592.0, 1905592.0, 1905592.0, 1850353, 1850353, 1850353, 1850353, 1758435.0, 1758435.0, 1758435.0, 1758435.0, 2456000.0, 2456000.0, 2456000.0, 2456000.0, 2444703, 2444703, 2444703, 2444703, 2585443, 2585443, 2585443, 2585443, 4974539.0, 4974539.0, 4974539.0, 4974539.0, 581756.0, 581756.0, 581756.0, 581756.0, 1158358.0, 1158358.0, 1158358.0, 1158358.0, 2443843, 2443843, 2443843, 2443843]
invenzione	[4542501, 3120669, 4700345, 3131837, 374605, 7713787]
litigare	[3157760, 1512391, 6367947, 1681090, 2784733, 2784731, 716427]
arduo	[1758487.0]
straordinario	[2189454, 2189454, 2189484.0, 2189484.0, 1792217, 1792217, 1790407, 1790407, 2449761.0, 2449761.0, 2189466.0, 2189466.0]
tecnologia	[707735, 707735, 2213603.0, 2213603.0, 3410107.0, 3410107.0, 388826.0, 388826.0, 3202878, 3202878]
economico	[1329316.0, 1329316.0, 1329025.0, 1329025.0, 1349822.0, 1349822.0, 3529264.0, 3529264.0, 1869319.0, 1869319.0, 3030588, 3030588, 1803893, 1803893, 987587, 987587, 2416284.0, 2416284.0, 1876248.0, 1876248.0, 2212272.0, 2212272.0, 6000632, 6000632, 3067300, 3067300, 819795, 819795, 1912731.0, 1912731.0, 1655235, 1655235, 2198140, 2198140, 762845, 762845, 1285130, 1285130, 1701505, 1701505]
naturale	[4933383.0, 4933383.0, 1765315.0, 1765315.0, 4882920.0, 4882920.0, 1838611.0, 1838611.0, 2224269, 2224269, 3529869.0, 3529869.0, 3805148, 3805148, 6473496, 6473496, 1049478.0, 1049478.0]
appoggio	[1792094.0, 2465369.0]
rifiutare	[4984418, 4984418, 5333682, 5333682, 911071, 911072, 911071, 911072, 4510.0, 4510.0, 1720850.0, 1720850.0]
partecipante	[1870191, 1870191, 1859693, 1859693, 1859699, 1859699]
ottimo	[1758435.0, 1758435.0, 2189376.0, 2189376.0, 996449.0, 996449.0, 977786, 977786, 5626757, 5626757, 4090963, 4090963]
gestire	[1910190, 1910190, 1910190, 3425603, 3425603, 3425603, 1539321, 1539321, 1539321]
poster	[538991.0]
iscrivere	[1978309, 1978309, 508077, 508077]
evitare	[1329025.0, 1329025.0, 1754667.0, 1754667.0, 1758723, 1758723, 1867382.0, 1867382.0, 1106807, 1106807, 4420949.0, 4420949.0, 859563.0, 859563.0, 1996115, 1996115, 3185722, 3185722]
biscotto	[]
importare	[2205998, 1872402, 1087213, 3288146, 664391.0, 2782288, 2421227, 3371380, 2881308, 1082642.0, 5220727.0, 5220728.0, 3390840, 3390841, 3390842, 1035883, 4905899]
irlandese	[1250577.0, 3119200.0]
candela	[3361425, 7741769, 3830410, 3830412]
astronomia	[382269, 382269]
ricetta	[1722491, 2898231, 4901230.0, 6162170.0, 929358.0]
tour	[5993073.0, 5993075.0]
crisi	[1866684.0, 1866684.0, 1826754.0, 1826754.0, 1869319.0, 1869319.0, 1758461.0, 1758461.0, 1867098, 1867098, 3030588.0, 3030588.0, 1867166, 1867166, 1867073.0, 1867073.0, 1865863.0, 1865863.0, 2440411.0, 2440411.0, 2416904, 2416904, 2212272.0, 2212272.0, 2050233.0, 2050233.0, 3067300.0, 3067300.0, 4985308, 4985308, 3290750, 3290750, 410122.0, 410122.0, 3067163.0, 3067163.0]
ampliare	[2224588]
scadere	[2443751, 2443751, 1417183, 1417185, 1417183, 1417185, 1417182, 1417184, 1417182, 1417184, 1854850, 1854850, 2681700, 2681700]
obbligo	[1422113.0]
avvenire	[1803955, 1803955, 612176, 612176, 1063154.0, 1063154.0, 3745052, 3745052]
trasferire	[2510391, 2510391, 2510391, 2510391, 2510391, 630482.0, 630482.0, 630482.0, 630482.0, 630482.0, 7124347, 7124347, 7124347, 7124347, 7124347, 2752336, 2752336, 2752336, 2752336, 2752336, 2510343.0, 2510343.0, 2510343.0, 2510343.0, 2510343.0]
proporre	[1758765.0, 1758765.0, 1758765.0, 1758765.0, 4403, 4403, 4403, 4403, 1870191.0, 1870191.0, 1870191.0, 1870191.0, 2057140, 2057140, 2057140, 2057140, 412799, 412799, 412799, 412799, 3663056.0, 3663057.0, 3663056.0, 3663057.0, 3663056.0, 3663057.0, 3663056.0, 3663057.0]
rallegrare	[2784799, 2784898]
acquisire	[1857161, 1857161, 2430725, 2430725, 2430747, 2430747, 1857364.0, 1857364.0]
continente	[2419072.0, 1018313.0, 4649273]
società	[1866867.0, 1754711.0, 1859679.0, 707735, 1795501.0, 2275563.0, 2193455.0, 905685, 1449718, 1965622, 1010975.0, 2263687, 1309724.0, 3156538]
classificare	[569602]
trasformare	[1329316.0, 1866684.0, 417557.0, 2435204.0, 1965622, 379771.0]
esperto	[1759531, 1759531, 5665637, 5665637, 2193254.0, 2193254.0, 4314852, 4314852]
sano	[2198475, 376697, 997698, 1916324, 6883477, 3516661, 2078738, 5966004]
bilancia	[6592961, 6592962.0]
spalla	[1278503]
modello	[1765107, 1856712.0, 1758471.0, 1677491.0, 1677492.0]
pubblicare	[1871480.0, 3020705.0, 3057572, 3889363, 5115976, 3538602.0, 2349325]
foresta	[635333.0, 635333.0, 2440229.0, 2440229.0, 2057313.0, 2057313.0, 2430214.0, 2430214.0, 2435170.0, 2435851.0, 2435170.0, 2435851.0, 2420923.0, 2420923.0, 7741770, 7741770, 5962427.0, 5962427.0]
rivolgere	[740368.0, 740368.0, 740368.0, 2427736.0, 2427736.0, 2427736.0, 5507265, 5507265, 5507265, 430318, 430318, 430318, 4529.0, 4529.0, 4529.0, 4267531, 4267531, 4267531, 2784865, 2784865, 2784865, 2219217, 2219217, 2219217]
bastare	[1152804.0, 1152804.0, 1765095.0, 1765095.0, 3266035.0, 3266035.0, 3288146, 3288146, 4884540, 4884540, 610070, 610070, 3252887, 3252887, 2209460, 2209460, 2407687, 2407687, 4984418, 4984418, 1219267, 1219267, 3252738.0, 3252738.0, 2196541, 2196541, 1767258.0, 1767258.0, 4998949, 4998949, 4064155, 4064155, 2479153, 2479153, 1619207, 1619207, 1767445, 1767445]
cerimonia	[4947640, 1803977]
crescere	[2438139.0, 2438139.0, 2438139.0, 5503168, 5503168, 5503168, 2440229.0, 2440229.0, 2440229.0, 1324175, 1324175, 1324175, 2440336, 2440336, 2440336, 2428071, 2428071, 2428071, 2416284.0, 2416284.0, 2416284.0, 3071132.0, 3071132.0, 3071132.0, 2420345, 2420345, 2420345, 3541616.0, 3541616.0, 3541616.0, 1525878, 1525878, 1525878, 2976981, 2976981, 2976981, 3533467, 3533467, 3533467, 4940673, 4940675, 4940673, 4940675, 4940673, 4940675, 2448093.0, 2448093.0, 2448093.0, 2810522, 2810522, 2810522, 4904671.0, 4904671.0, 4904671.0, 4940672.0, 4940674.0, 4940672.0, 4940674.0, 4940672.0, 4940674.0, 4876244, 4876244, 4876244, 1512831, 1512831, 1512831, 999391.0, 999391.0, 999391.0, 1816418.0, 1816421.0, 1816423.0, 1816418.0, 1816421.0, 1816423.0, 1816418.0, 1816421.0, 1816423.0]
prevenire	[3282449.0, 946780.0]
pari	[645577, 1000524.0]
